type,date,deviceid,roomno,reading
energy,2015-02-13T16:49:32.5221554Z,energy7,3,2633
humidity,2015-02-13T16:49:32.5231568Z,humidity7,3,72
light,2015-02-13T16:49:32.5231568Z,light7,3,2593
temperature,2015-02-13T16:49:32.5351649Z,temperature8,3,29.98
energy,2015-02-13T16:49:32.5351649Z,energy8,3,3057
humidity,2015-02-13T16:49:32.5351649Z,humidity8,3,73
light,2015-02-13T16:49:32.5351649Z,light8,3,1784
temperature,2015-02-13T16:49:32.5451720Z,temperature9,3,25.05
energy,2015-02-13T16:49:32.5451720Z,energy9,3,2542
humidity,2015-02-13T16:49:32.5451720Z,humidity9,3,64
light,2015-02-13T16:49:32.5451720Z,light9,3,92
temperature,2015-02-13T16:49:32.5571809Z,temperature0,4,22.45
energy,2015-02-13T16:49:32.5571809Z,energy0,4,4166
humidity,2015-02-13T16:49:32.5581810Z,humidity0,4,75
light,2015-02-13T16:49:32.5581810Z,light0,4,691
temperature,2015-02-13T16:49:32.5741924Z,temperature1,4,27.74
energy,2015-02-13T16:49:32.5741924Z,energy1,4,2114
humidity,2015-02-13T16:49:32.5741924Z,humidity1,4,76
light,2015-02-13T16:49:32.5741924Z,light1,4,420
temperature,2015-02-13T16:49:32.5882090Z,temperature2,4,22.73
energy,2015-02-13T16:49:32.5882090Z,energy2,4,4881
humidity,2015-02-13T16:49:32.5882090Z,humidity2,4,70
light,2015-02-13T16:49:32.5882090Z,light2,4,634
temperature,2015-02-13T16:49:32.5992090Z,temperature3,4,74.28
energy,2015-02-13T16:49:32.5992090Z,energy3,4,13332
humidity,2015-02-13T16:49:32.5992090Z,humidity3,4,50
light,2015-02-13T16:49:32.5992090Z,light3,4,1628
temperature,2015-02-13T16:49:32.6072205Z,temperature4,4,28.33
energy,2015-02-13T16:49:32.6082165Z,energy4,4,2491
humidity,2015-02-13T16:49:32.6082165Z,humidity4,4,54
light,2015-02-13T16:49:32.6082165Z,light4,4,1564
temperature,2015-02-13T16:49:32.6172294Z,temperature5,4,24.47
energy,2015-02-13T16:49:32.6172294Z,energy5,4,3699
humidity,2015-02-13T16:49:32.6172294Z,humidity5,4,159
light,2015-02-13T16:49:32.6172294Z,light5,4,114
temperature,2015-02-13T16:49:32.6262306Z,temperature6,4,24.08
energy,2015-02-13T16:49:32.6262306Z,energy6,4,3567
humidity,2015-02-13T16:49:32.6262306Z,humidity6,4,92
light,2015-02-13T16:49:32.6262306Z,light6,4,661
temperature,2015-02-13T16:49:32.6342345Z,temperature7,4,26.02
energy,2015-02-13T16:49:32.6342345Z,energy7,4,4404
humidity,2015-02-13T16:49:32.6342345Z,humidity7,4,48
light,2015-02-13T16:49:32.6342345Z,light7,4,3946
temperature,2015-02-13T16:49:32.6442421Z,temperature8,4,23.79
energy,2015-02-13T16:49:32.6442421Z,energy8,4,3720
humidity,2015-02-13T16:49:32.6442421Z,humidity8,4,74
light,2015-02-13T16:49:32.6442421Z,light8,4,1225
temperature,2015-02-13T16:49:32.6532483Z,temperature9,4,22.72
energy,2015-02-13T16:49:32.6532483Z,energy9,4,3451
humidity,2015-02-13T16:49:32.6542532Z,humidity9,4,74
light,2015-02-13T16:49:32.6542532Z,light9,4,1774
temperature,2015-02-13T16:49:33.6669730Z,temperature0,0,24.4
energy,2015-02-13T16:49:33.6669730Z,energy0,0,4178
humidity,2015-02-13T16:49:33.6669730Z,humidity0,0,41
light,2015-02-13T16:49:33.6669730Z,light0,0,461
temperature,2015-02-13T16:49:33.6819795Z,temperature1,0,23.9
energy,2015-02-13T16:49:33.6819795Z,energy1,0,3514
humidity,2015-02-13T16:49:33.6819795Z,humidity1,0,75
light,2015-02-13T16:49:33.6819795Z,light1,0,1132
temperature,2015-02-13T16:49:33.6929862Z,temperature2,0,28.25
energy,2015-02-13T16:49:33.6929862Z,energy2,0,3843
humidity,2015-02-13T16:49:33.6939875Z,humidity2,0,42
light,2015-02-13T16:49:33.6939875Z,light2,0,909
temperature,2015-02-13T16:49:33.7029924Z,temperature3,0,76.6
energy,2015-02-13T16:49:33.7029924Z,energy3,0,5946
humidity,2015-02-13T16:49:33.7029924Z,humidity3,0,60
light,2015-02-13T16:49:33.7029924Z,light3,0,1300
temperature,2015-02-13T16:49:33.7109985Z,temperature4,0,27.47
energy,2015-02-13T16:49:33.7109985Z,energy4,0,4383
humidity,2015-02-13T16:49:33.7109985Z,humidity4,0,75
light,2015-02-13T16:49:33.7109985Z,light4,0,917
temperature,2015-02-13T16:49:33.7190046Z,temperature5,0,25.17
energy,2015-02-13T16:49:33.7190046Z,energy5,0,3568
humidity,2015-02-13T16:49:33.7190046Z,humidity5,0,129
light,2015-02-13T16:49:33.7190046Z,light5,0,919
temperature,2015-02-13T16:49:33.7270103Z,temperature6,0,26.78
energy,2015-02-13T16:49:33.7270103Z,energy6,0,4325
humidity,2015-02-13T16:49:33.7270103Z,humidity6,0,80
light,2015-02-13T16:49:33.7270103Z,light6,0,664
temperature,2015-02-13T16:49:33.7360160Z,temperature7,0,23.39
energy,2015-02-13T16:49:33.7360160Z,energy7,0,3678
humidity,2015-02-13T16:49:33.7370170Z,humidity7,0,62
light,2015-02-13T16:49:33.7370170Z,light7,0,1833
temperature,2015-02-13T16:49:33.7440222Z,temperature8,0,27.01
energy,2015-02-13T16:49:33.7440222Z,energy8,0,3674
humidity,2015-02-13T16:49:33.7450231Z,humidity8,0,50
light,2015-02-13T16:49:33.7450231Z,light8,0,1394
temperature,2015-02-13T16:49:33.7520274Z,temperature9,0,24.71
energy,2015-02-13T16:49:33.7520274Z,energy9,0,3876
humidity,2015-02-13T16:49:33.7520274Z,humidity9,0,63
light,2015-02-13T16:49:33.7520274Z,light9,0,1728
temperature,2015-02-13T16:49:33.7590326Z,temperature0,1,25.74
energy,2015-02-13T16:49:33.7590326Z,energy0,1,4354
humidity,2015-02-13T16:49:33.7590326Z,humidity0,1,57
light,2015-02-13T16:49:33.7590326Z,light0,1,109
temperature,2015-02-13T16:49:33.7670383Z,temperature1,1,26.82
energy,2015-02-13T16:49:33.7670383Z,energy1,1,4326
humidity,2015-02-13T16:49:33.7670383Z,humidity1,1,44
light,2015-02-13T16:49:33.7670383Z,light1,1,1767
temperature,2015-02-13T16:49:33.7740435Z,temperature2,1,27.56
energy,2015-02-13T16:49:33.7740435Z,energy2,1,4386
humidity,2015-02-13T16:49:33.7740435Z,humidity2,1,73
light,2015-02-13T16:49:33.7740435Z,light2,1,1116
temperature,2015-02-13T16:49:33.7820492Z,temperature3,1,70.55
energy,2015-02-13T16:49:33.7820492Z,energy3,1,9824
humidity,2015-02-13T16:49:33.7820492Z,humidity3,1,55
light,2015-02-13T16:49:33.7820492Z,light3,1,1757
temperature,2015-02-13T16:49:33.7890539Z,temperature4,1,21.58
energy,2015-02-13T16:49:33.7900549Z,energy4,1,3529
humidity,2015-02-13T16:49:33.7900549Z,humidity4,1,59
light,2015-02-13T16:49:33.7900549Z,light4,1,1791
temperature,2015-02-13T16:49:33.7980605Z,temperature5,1,21.98
energy,2015-02-13T16:49:33.7980605Z,energy5,1,3488
humidity,2015-02-13T16:49:33.7980605Z,humidity5,1,102
light,2015-02-13T16:49:33.7980605Z,light5,1,640
temperature,2015-02-13T16:49:33.8050653Z,temperature6,1,20.22
energy,2015-02-13T16:49:33.8050653Z,energy6,1,3772
humidity,2015-02-13T16:49:33.8050653Z,humidity6,1,70
light,2015-02-13T16:49:33.8050653Z,light6,1,848
temperature,2015-02-13T16:49:33.8130714Z,temperature7,1,28.72
energy,2015-02-13T16:49:33.8130714Z,energy7,1,4169
humidity,2015-02-13T16:49:33.8130714Z,humidity7,1,46
light,2015-02-13T16:49:33.8130714Z,light7,1,848
temperature,2015-02-13T16:49:33.8210775Z,temperature8,1,26.05
energy,2015-02-13T16:49:33.8210775Z,energy8,1,5664
humidity,2015-02-13T16:49:33.8210775Z,humidity8,1,80
light,2015-02-13T16:49:33.8210775Z,light8,1,1421
temperature,2015-02-13T16:49:33.8280814Z,temperature9,1,20.6
energy,2015-02-13T16:49:33.8280814Z,energy9,1,3397
humidity,2015-02-13T16:49:33.8280814Z,humidity9,1,69
light,2015-02-13T16:49:33.8280814Z,light9,1,1747
temperature,2015-02-13T16:49:33.8360875Z,temperature0,2,25.94
energy,2015-02-13T16:49:33.8360875Z,energy0,2,2822
humidity,2015-02-13T16:49:33.8360875Z,humidity0,2,60
light,2015-02-13T16:49:33.8360875Z,light0,2,1058
temperature,2015-02-13T16:49:33.8430923Z,temperature1,2,26.54
energy,2015-02-13T16:49:33.8430923Z,energy1,2,2156
humidity,2015-02-13T16:49:33.8430923Z,humidity1,2,73
light,2015-02-13T16:49:33.8430923Z,light1,2,1428
temperature,2015-02-13T16:49:33.8511024Z,temperature2,2,28.7
energy,2015-02-13T16:49:33.8511024Z,energy2,2,2243
humidity,2015-02-13T16:49:33.8511024Z,humidity2,2,62
light,2015-02-13T16:49:33.8511024Z,light2,2,60
temperature,2015-02-13T16:49:33.8561013Z,temperature3,2,59.26
energy,2015-02-13T16:49:33.8571027Z,energy3,2,13177
humidity,2015-02-13T16:49:33.8571027Z,humidity3,2,68
light,2015-02-13T16:49:33.8571027Z,light3,2,275
temperature,2015-02-13T16:49:33.8651084Z,temperature4,2,25.1
energy,2015-02-13T16:49:33.8651084Z,energy4,2,2233
humidity,2015-02-13T16:49:33.8651084Z,humidity4,2,79
light,2015-02-13T16:49:33.8651084Z,light4,2,462
temperature,2015-02-13T16:49:33.8711126Z,temperature5,2,26.07
energy,2015-02-13T16:49:33.8711126Z,energy5,2,3884
humidity,2015-02-13T16:49:33.8711126Z,humidity5,2,167
light,2015-02-13T16:49:33.8711126Z,light5,2,206
temperature,2015-02-13T16:49:33.8811237Z,temperature6,2,25.65
energy,2015-02-13T16:49:33.8811237Z,energy6,2,3829
humidity,2015-02-13T16:49:33.8811237Z,humidity6,2,82
light,2015-02-13T16:49:33.8811237Z,light6,2,1198
temperature,2015-02-13T16:49:33.8871231Z,temperature7,2,27.45
energy,2015-02-13T16:49:33.8871231Z,energy7,2,3731
humidity,2015-02-13T16:49:33.8871231Z,humidity7,2,74
light,2015-02-13T16:49:33.8871231Z,light7,2,3033
temperature,2015-02-13T16:49:33.8951511Z,temperature8,2,32.41
energy,2015-02-13T16:49:33.8951511Z,energy8,2,4168
humidity,2015-02-13T16:49:33.8951511Z,humidity8,2,94
light,2015-02-13T16:49:33.8951511Z,light8,2,1751
temperature,2015-02-13T16:49:33.9021558Z,temperature9,2,19.64
energy,2015-02-13T16:49:33.9021558Z,energy9,2,3835
humidity,2015-02-13T16:49:33.9021558Z,humidity9,2,64
light,2015-02-13T16:49:33.9021558Z,light9,2,34
temperature,2015-02-13T16:49:33.9111415Z,temperature0,3,26.78
energy,2015-02-13T16:49:33.9111415Z,energy0,3,2905
humidity,2015-02-13T16:49:33.9111415Z,humidity0,3,59
light,2015-02-13T16:49:33.9111415Z,light0,3,1618
temperature,2015-02-13T16:49:33.9181458Z,temperature1,3,21.34
energy,2015-02-13T16:49:33.9181458Z,energy1,3,2429
humidity,2015-02-13T16:49:33.9181458Z,humidity1,3,41
light,2015-02-13T16:49:33.9181458Z,light1,3,535
temperature,2015-02-13T16:49:33.9261515Z,temperature2,3,21.78
energy,2015-02-13T16:49:33.9261515Z,energy2,3,3527
humidity,2015-02-13T16:49:33.9261515Z,humidity2,3,47
light,2015-02-13T16:49:33.9261515Z,light2,3,71
temperature,2015-02-13T16:49:33.9311548Z,temperature3,3,67.73
energy,2015-02-13T16:49:33.9311548Z,energy3,3,10175
humidity,2015-02-13T16:49:33.9311548Z,humidity3,3,50
light,2015-02-13T16:49:33.9311548Z,light3,3,70
temperature,2015-02-13T16:49:33.9371591Z,temperature4,3,22.24
energy,2015-02-13T16:49:33.9371591Z,energy4,3,3155
humidity,2015-02-13T16:49:33.9371591Z,humidity4,3,77
light,2015-02-13T16:49:33.9381600Z,light4,3,327
temperature,2015-02-13T16:49:33.9451643Z,temperature5,3,26.72
energy,2015-02-13T16:49:33.9451643Z,energy5,3,2504
humidity,2015-02-13T16:49:33.9451643Z,humidity5,3,163
light,2015-02-13T16:49:33.9451643Z,light5,3,696
temperature,2015-02-13T16:49:33.9511726Z,temperature6,3,21.6
energy,2015-02-13T16:49:33.9511726Z,energy6,3,4403
humidity,2015-02-13T16:49:33.9511726Z,humidity6,3,78
light,2015-02-13T16:49:33.9511726Z,light6,3,1191
temperature,2015-02-13T16:49:33.9571768Z,temperature7,3,28.47
energy,2015-02-13T16:49:33.9571768Z,energy7,3,4117
humidity,2015-02-13T16:49:33.9571768Z,humidity7,3,45
light,2015-02-13T16:49:33.9571768Z,light7,3,3975
temperature,2015-02-13T16:49:33.9641789Z,temperature8,3,28.82
energy,2015-02-13T16:49:33.9641789Z,energy8,3,5791
humidity,2015-02-13T16:49:33.9641789Z,humidity8,3,66
light,2015-02-13T16:49:33.9641789Z,light8,3,699
temperature,2015-02-13T16:49:33.9741860Z,temperature9,3,21.1
energy,2015-02-13T16:49:33.9741860Z,energy9,3,2290
humidity,2015-02-13T16:49:33.9741860Z,humidity9,3,76
light,2015-02-13T16:49:33.9741860Z,light9,3,912
temperature,2015-02-13T16:49:33.9801907Z,temperature0,4,25.16
energy,2015-02-13T16:49:33.9801907Z,energy0,4,4882
humidity,2015-02-13T16:49:33.9801907Z,humidity0,4,57
light,2015-02-13T16:49:33.9801907Z,light0,4,580
temperature,2015-02-13T16:49:33.9882009Z,temperature1,4,23.33
energy,2015-02-13T16:49:33.9882009Z,energy1,4,4437
humidity,2015-02-13T16:49:33.9882009Z,humidity1,4,49
light,2015-02-13T16:49:33.9882009Z,light1,4,428
temperature,2015-02-13T16:49:33.9942042Z,temperature2,4,21.78
energy,2015-02-13T16:49:33.9942042Z,energy2,4,4739
humidity,2015-02-13T16:49:33.9942042Z,humidity2,4,67
light,2015-02-13T16:49:33.9942042Z,light2,4,1315
temperature,2015-02-13T16:49:34.0032060Z,temperature3,4,73.08
energy,2015-02-13T16:49:34.0032060Z,energy3,4,9569
humidity,2015-02-13T16:49:34.0032060Z,humidity3,4,49
light,2015-02-13T16:49:34.0032060Z,light3,4,1083
temperature,2015-02-13T16:49:34.0112121Z,temperature4,4,22.99
energy,2015-02-13T16:49:34.0112121Z,energy4,4,2302
humidity,2015-02-13T16:49:34.0112121Z,humidity4,4,67
light,2015-02-13T16:49:34.0112121Z,light4,4,978
temperature,2015-02-13T16:49:34.0182168Z,temperature5,4,28.17
energy,2015-02-13T16:49:34.0182168Z,energy5,4,3078
humidity,2015-02-13T16:49:34.0182168Z,humidity5,4,112
light,2015-02-13T16:49:34.0182168Z,light5,4,913
temperature,2015-02-13T16:49:34.0252430Z,temperature6,4,23.16
energy,2015-02-13T16:49:34.0252430Z,energy6,4,2682
humidity,2015-02-13T16:49:34.0252430Z,humidity6,4,99
light,2015-02-13T16:49:34.0252430Z,light6,4,938
temperature,2015-02-13T16:49:34.0302285Z,temperature7,4,21.18
energy,2015-02-13T16:49:34.0302285Z,energy7,4,4576
humidity,2015-02-13T16:49:34.0302285Z,humidity7,4,74
light,2015-02-13T16:49:34.0302285Z,light7,4,783
temperature,2015-02-13T16:49:34.0392311Z,temperature8,4,28.83
energy,2015-02-13T16:49:34.0392311Z,energy8,4,3893
humidity,2015-02-13T16:49:34.0392311Z,humidity8,4,72
light,2015-02-13T16:49:34.0392311Z,light8,4,1392
temperature,2015-02-13T16:49:34.0452358Z,temperature9,4,26.52
energy,2015-02-13T16:49:34.0452358Z,energy9,4,3822
humidity,2015-02-13T16:49:34.0452358Z,humidity9,4,79
light,2015-02-13T16:49:34.0452358Z,light9,4,681
temperature,2015-02-13T16:49:35.0549528Z,temperature0,0,25.09
energy,2015-02-13T16:49:35.0549528Z,energy0,0,4875
humidity,2015-02-13T16:49:35.0549528Z,humidity0,0,57
light,2015-02-13T16:49:35.0549528Z,light0,0,28
temperature,2015-02-13T16:49:35.0699646Z,temperature1,0,19.98
energy,2015-02-13T16:49:35.0699646Z,energy1,0,3555
humidity,2015-02-13T16:49:35.0699646Z,humidity1,0,50
light,2015-02-13T16:49:35.0699646Z,light1,0,1775
temperature,2015-02-13T16:49:35.0819731Z,temperature2,0,26.35
energy,2015-02-13T16:49:35.0819731Z,energy2,0,4301
humidity,2015-02-13T16:49:35.0819731Z,humidity2,0,40
light,2015-02-13T16:49:35.0819731Z,light2,0,135
temperature,2015-02-13T16:49:35.0929803Z,temperature3,0,65.74
energy,2015-02-13T16:49:35.0929803Z,energy3,0,10169
humidity,2015-02-13T16:49:35.0929803Z,humidity3,0,63
light,2015-02-13T16:49:35.0929803Z,light3,0,415
temperature,2015-02-13T16:49:35.1059893Z,temperature4,0,25.68
energy,2015-02-13T16:49:35.1059893Z,energy4,0,4680
humidity,2015-02-13T16:49:35.1059893Z,humidity4,0,77
light,2015-02-13T16:49:35.1059893Z,light4,0,461
temperature,2015-02-13T16:49:35.1179978Z,temperature5,0,22.27
energy,2015-02-13T16:49:35.1189992Z,energy5,0,4084
humidity,2015-02-13T16:49:35.1189992Z,humidity5,0,89
light,2015-02-13T16:49:35.1189992Z,light5,0,630
temperature,2015-02-13T16:49:35.1300063Z,temperature6,0,20.27
energy,2015-02-13T16:49:35.1300063Z,energy6,0,3460
humidity,2015-02-13T16:49:35.1310082Z,humidity6,0,72
light,2015-02-13T16:49:35.1310082Z,light6,0,493
temperature,2015-02-13T16:49:35.1420158Z,temperature7,0,28.62
energy,2015-02-13T16:49:35.1420158Z,energy7,0,3376
humidity,2015-02-13T16:49:35.1420158Z,humidity7,0,74
light,2015-02-13T16:49:35.1420158Z,light7,0,3054
temperature,2015-02-13T16:49:35.1520291Z,temperature8,0,24.89
energy,2015-02-13T16:49:35.1520291Z,energy8,0,3470
humidity,2015-02-13T16:49:35.1520291Z,humidity8,0,84
light,2015-02-13T16:49:35.1520291Z,light8,0,1676
temperature,2015-02-13T16:49:35.1680329Z,temperature9,0,28.39
energy,2015-02-13T16:49:35.1680329Z,energy9,0,2951
humidity,2015-02-13T16:49:35.1680329Z,humidity9,0,58
light,2015-02-13T16:49:35.1680329Z,light9,0,1525
temperature,2015-02-13T16:49:35.1820433Z,temperature0,1,28.65
energy,2015-02-13T16:49:35.1820433Z,energy0,1,3641
humidity,2015-02-13T16:49:35.1820433Z,humidity0,1,71
light,2015-02-13T16:49:35.1820433Z,light0,1,684
temperature,2015-02-13T16:49:35.1940527Z,temperature1,1,27.66
energy,2015-02-13T16:49:35.1940527Z,energy1,1,4361
humidity,2015-02-13T16:49:35.1940527Z,humidity1,1,70
light,2015-02-13T16:49:35.1950541Z,light1,1,1645
temperature,2015-02-13T16:49:35.2050598Z,temperature2,1,27.47
energy,2015-02-13T16:49:35.2050598Z,energy2,1,2842
humidity,2015-02-13T16:49:35.2050598Z,humidity2,1,44
light,2015-02-13T16:49:35.2050598Z,light2,1,1774
temperature,2015-02-13T16:49:35.2150678Z,temperature3,1,72.91
energy,2015-02-13T16:49:35.2150678Z,energy3,1,12219
humidity,2015-02-13T16:49:35.2150678Z,humidity3,1,43
light,2015-02-13T16:49:35.2150678Z,light3,1,1572
temperature,2015-02-13T16:49:35.2350812Z,temperature4,1,28.22
energy,2015-02-13T16:49:35.2360821Z,energy4,1,2229
humidity,2015-02-13T16:49:35.2360821Z,humidity4,1,77
light,2015-02-13T16:49:35.2360821Z,light4,1,1460
temperature,2015-02-13T16:49:35.2480902Z,temperature5,1,23.37
energy,2015-02-13T16:49:35.2480902Z,energy5,1,4871
humidity,2015-02-13T16:49:35.2480902Z,humidity5,1,85
light,2015-02-13T16:49:35.2480902Z,light5,1,462
temperature,2015-02-13T16:49:35.2611041Z,temperature6,1,28.32
energy,2015-02-13T16:49:35.2611041Z,energy6,1,2822
humidity,2015-02-13T16:49:35.2611041Z,humidity6,1,123
light,2015-02-13T16:49:35.2611041Z,light6,1,206
temperature,2015-02-13T16:49:35.2731082Z,temperature7,1,26.98
energy,2015-02-13T16:49:35.2731082Z,energy7,1,3886
humidity,2015-02-13T16:49:35.2731082Z,humidity7,1,51
light,2015-02-13T16:49:35.2731082Z,light7,1,1370
temperature,2015-02-13T16:49:35.2871185Z,temperature8,1,28.67
energy,2015-02-13T16:49:35.2881186Z,energy8,1,2708
humidity,2015-02-13T16:49:35.2881186Z,humidity8,1,57
light,2015-02-13T16:49:35.2881186Z,light8,1,1302
temperature,2015-02-13T16:49:35.2991275Z,temperature9,1,28.21
energy,2015-02-13T16:49:35.2991275Z,energy9,1,3991
humidity,2015-02-13T16:49:35.2991275Z,humidity9,1,59
light,2015-02-13T16:49:35.2991275Z,light9,1,472
temperature,2015-02-13T16:49:35.3091328Z,temperature0,2,26.43
energy,2015-02-13T16:49:35.3101342Z,energy0,2,2626
humidity,2015-02-13T16:49:35.3101342Z,humidity0,2,56
light,2015-02-13T16:49:35.3101342Z,light0,2,1228
temperature,2015-02-13T16:49:35.3211423Z,temperature1,2,22.91
energy,2015-02-13T16:49:35.3211423Z,energy1,2,2098
humidity,2015-02-13T16:49:35.3211423Z,humidity1,2,41
light,2015-02-13T16:49:35.3211423Z,light1,2,560
temperature,2015-02-13T16:49:35.3321490Z,temperature2,2,21.64
energy,2015-02-13T16:49:35.3321490Z,energy2,2,4595
humidity,2015-02-13T16:49:35.3321490Z,humidity2,2,40
light,2015-02-13T16:49:35.3321490Z,light2,2,1875
temperature,2015-02-13T16:49:35.3421569Z,temperature3,2,65.03
energy,2015-02-13T16:49:35.3421569Z,energy3,2,13106
humidity,2015-02-13T16:49:35.3421569Z,humidity3,2,57
light,2015-02-13T16:49:35.3421569Z,light3,2,1772
temperature,2015-02-13T16:49:35.3561669Z,temperature4,2,24.71
energy,2015-02-13T16:49:35.3561669Z,energy4,2,3562
humidity,2015-02-13T16:49:35.3561669Z,humidity4,2,57
light,2015-02-13T16:49:35.3561669Z,light4,2,1584
temperature,2015-02-13T16:49:35.3661780Z,temperature5,2,27.77
energy,2015-02-13T16:49:35.3661780Z,energy5,2,3907
humidity,2015-02-13T16:49:35.3661780Z,humidity5,2,93
light,2015-02-13T16:49:35.3671754Z,light5,2,362
temperature,2015-02-13T16:49:35.3761851Z,temperature6,2,19.69
energy,2015-02-13T16:49:35.3771825Z,energy6,2,4291
humidity,2015-02-13T16:49:35.3771825Z,humidity6,2,86
light,2015-02-13T16:49:35.3771825Z,light6,2,1091
temperature,2015-02-13T16:49:35.3881896Z,temperature7,2,25.39
energy,2015-02-13T16:49:35.3891910Z,energy7,2,3057
humidity,2015-02-13T16:49:35.3891910Z,humidity7,2,77
light,2015-02-13T16:49:35.3891910Z,light7,2,1017
temperature,2015-02-13T16:49:35.4001977Z,temperature8,2,30.22
energy,2015-02-13T16:49:35.4011995Z,energy8,2,4765
humidity,2015-02-13T16:49:35.4011995Z,humidity8,2,86
light,2015-02-13T16:49:35.4011995Z,light8,2,350
temperature,2015-02-13T16:49:35.4132072Z,temperature9,2,24.87
energy,2015-02-13T16:49:35.4132072Z,energy9,2,2969
humidity,2015-02-13T16:49:35.4132072Z,humidity9,2,75
light,2015-02-13T16:49:35.4132072Z,light9,2,1629
temperature,2015-02-13T16:49:35.4212133Z,temperature0,3,21.83
energy,2015-02-13T16:49:35.4212133Z,energy0,3,3818
humidity,2015-02-13T16:49:35.4212133Z,humidity0,3,75
light,2015-02-13T16:49:35.4212133Z,light0,3,1621
temperature,2015-02-13T16:49:35.4312191Z,temperature1,3,25.61
energy,2015-02-13T16:49:35.4312191Z,energy1,3,3196
humidity,2015-02-13T16:49:35.4312191Z,humidity1,3,77
light,2015-02-13T16:49:35.4312191Z,light1,3,971
temperature,2015-02-13T16:49:35.4412275Z,temperature2,3,25.62
energy,2015-02-13T16:49:35.4412275Z,energy2,3,2600
humidity,2015-02-13T16:49:35.4412275Z,humidity2,3,46
light,2015-02-13T16:49:35.4412275Z,light2,3,846
temperature,2015-02-13T16:49:35.4502337Z,temperature3,3,61.35
energy,2015-02-13T16:49:35.4502337Z,energy3,3,12857
humidity,2015-02-13T16:49:35.4502337Z,humidity3,3,55
light,2015-02-13T16:49:35.4502337Z,light3,3,150
temperature,2015-02-13T16:49:35.4622426Z,temperature4,3,20.5
energy,2015-02-13T16:49:35.4622426Z,energy4,3,2654
humidity,2015-02-13T16:49:35.4622426Z,humidity4,3,66
light,2015-02-13T16:49:35.4622426Z,light4,3,1538
temperature,2015-02-13T16:49:35.4752512Z,temperature5,3,25.87
energy,2015-02-13T16:49:35.4752512Z,energy5,3,3273
humidity,2015-02-13T16:49:35.4752512Z,humidity5,3,141
